pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist,sy_vmag,sy_gaiamag
HAT-P-67 b,HAT-P-67,Transit,2017,4.8101025,0.06505,23.370765,108.0622,0.0,80.45,1903.0,6406.0,2.546,1.642,-0.08,371.686,10.106,9.97496
HAT-P-68 b,HAT-P-68,Transit,2020,2.29840551,0.02996,12.016048,230.10892,0.041,184.8,1027.8,4508.0,0.6701,0.6785,-0.059,202.152,13.802,13.5442
HAT-P-69 b,HAT-P-69,Transit,2019,4.7869491,0.06555,18.786284,1137.8314,0.0,80.45,1930.0,7394.0,1.926,1.648,-0.069,341.263,9.774,9.77332
HAT-P-7 b,HAT-P-7,Transit,2008,2.20474,0.0688,16.92559,584.8072,0.0,80.45,939.0,6389.0,2.0,1.56,0.26,341.079,10.481,10.3654
HAT-P-70 b,HAT-P-70,Transit,2019,2.74432452,0.04739,20.96083,2154.8874,0.0,80.45,2562.0,8450.0,1.858,1.89,-0.059,330.739,9.47,9.45174
HAT-P-8 b,HAT-P-8,Transit,2008,3.07634,0.0688,15.6926,406.8224,0.0,80.45,939.0,6200.0,1.57,1.27,0.01,211.553,10.358,10.1489
HAT-P-9 b,HAT-P-9,Transit,2008,3.92281072,0.05287,15.614137,238.05467,0.084,931.0,1540.0,6350.0,1.338,1.281,0.12,455.203,12.344,12.1536
HATS-1 b,HATS-1,Transit,2012,3.446459,0.0444,14.594,589.55,0.12,80.45,1359.0,5870.0,1.038,0.986,-0.06,283.971,12.155,11.9363
HATS-10 b,HATS-10,Transit,2015,3.312846,0.04491,10.861521,167.17858,0.501,80.45,1407.0,5880.0,1.105,1.101,0.15,534.889,13.202,12.9838
HATS-11 b,HATS-11,Transit,2016,3.619188,0.0507,18.03,87.351625,0.0331,80.45,1596.0,6563.0,1.54,1.33,0.03,944.603,14.06,13.8333
HATS-12 b,HATS-12,Transit,2016,3.142702,0.0441,7.76,87.351625,0.0331,80.45,1446.0,6357.0,1.17,1.16,-0.1,746.138,12.831,12.6766
HATS-13 b,HATS-13,Transit,2015,3.0440499,0.04057,13.585308,172.58169,0.181,80.45,1244.0,5523.0,0.887,0.962,0.05,421.855,13.911,13.6799
HATS-14 b,HATS-14,Transit,2015,2.7667641,0.03815,11.646151,340.39593,0.142,80.45,1276.0,5346.0,0.933,0.967,0.33,513.011,14.052,13.7712
HATS-15 b,HATS-15,Transit,2016,1.74748753,0.02712,12.385945,689.6911,0.126,80.45,1505.0,5311.0,0.922,0.871,0.0,1139.55,14.909,14.6473
HATS-16 b,HATS-16,Transit,2016,2.686502,0.03744,14.5717,1039.3041,0.0,80.45,1592.0,5738.0,1.238,0.97,-0.1,757.044,13.957,13.6864
HATS-17 b,HATS-17,Transit,2016,16.254611,0.1308,8.709393,425.25654,0.029,72.7,814.0,5846.0,1.091,1.131,0.3,400.331,12.402,12.2179
HATS-18 b,HATS-18,Transit,2016,0.83784,0.0174,14.896761,629.144485,0.0331,80.45,2069.48,5600.0,1.02,1.037,0.0195,624.368,14.188,13.8786
HATS-2 b,HATS-2,Transit,2013,1.35413379,0.02317,12.57647635,435.42491759,0.0331,80.45,1550.0,5596.0,0.876,0.904,0.0195,341.925,13.565,13.3419
HATS-22 b,HATS-22,Transit,2017,4.7228124,0.05025,10.682177,870.8542,0.079,80.45,858.0,4803.0,0.689,0.759,0.0,229.518,13.397,13.1225
HATS-23 b,HATS-23,Transit,2017,2.1605156,0.03397,20.84874,467.2101,0.114,80.45,1654.0,5780.0,1.199,1.121,0.28,639.004,13.84,13.752
HATS-24 b,HATS-24,Transit,2017,1.3484978,0.0238,15.636555,718.2958,0.0,80.45,2166.0,6125.0,1.12,1.07,-0.229,494.182,12.915,12.6911
HATS-25 b,HATS-25,Transit,2016,4.2986432,0.05163,14.12334,194.82979,0.176,80.45,1277.0,5715.0,1.107,0.994,0.02,471.158,13.172,12.9353
HATS-26 b,HATS-26,Transit,2016,3.3023881,0.04735,19.61575,206.5895,0.245,80.45,1918.0,6071.0,2.04,1.299,-0.02,861.843,13.006,12.8431
HATS-27 b,HATS-27,Transit,2016,4.637038,0.0611,16.8135,168.4499,0.581,80.45,1659.0,6438.0,1.74,1.415,0.09,816.988,12.782,12.6792
HATS-28 b,HATS-28,Transit,2016,3.1810781,0.04131,13.383546,213.58176,0.202,80.45,1253.0,5498.0,0.922,0.929,0.01,535.383,13.981,13.7929
HATS-29 b,HATS-29,Transit,2016,4.6058749,0.05475,14.022459,207.54299,0.158,80.45,1212.0,5670.0,1.073,1.032,0.16,353.891,12.62,12.4594
HATS-3 b,HATS-3,Transit,2013,3.547851,0.0485,15.48,340.382,0.0,80.45,1648.0,6351.0,1.404,1.209,-0.157,411.211,12.433,11.8914
HATS-30 b,HATS-30,Transit,2016,3.1743516,0.04354,13.170575,224.38798,0.096,80.45,1414.0,5943.0,1.061,1.093,0.06,342.14,12.283,12.0815
HATS-31 b,HATS-31,Transit,2016,3.37796,0.0478,18.38276,279.6904,0.233,80.45,1823.0,6050.0,1.87,1.275,0.0,773.974,13.315,12.9613
HATS-32 b,HATS-32,Transit,2016,2.8126548,0.04024,14.000041,292.4036,0.471,80.45,1437.0,5700.0,1.097,1.099,0.39,745.116,14.386,14.2166
HATS-33 b,HATS-33,Transit,2016,2.5495551,0.03727,13.78707,378.85336,0.08,80.45,1429.0,5659.0,1.022,1.062,0.29,248.46,11.91,11.7082
HATS-34 b,HATS-34,Transit,2016,2.1061607,0.03166,16.02887,299.07803,0.108,80.45,1445.0,5380.0,0.98,0.955,0.25,508.842,13.857,13.679
HATS-35 b,HATS-35,Transit,2016,1.8209993,0.03199,16.409976,388.38826,0.306,80.45,2037.0,6300.0,1.433,1.317,0.21,514.555,12.609,12.4605
HATS-36 b,HATS-36,Transit,2018,4.175186,0.0523,12.92,87.351625,0.0331,80.45,1203.0,5950.0,1.1,1.1,0.15,856.436,14.364,14.233
HATS-37 A b,HATS-37 A,Transit,2020,4.3315366,0.04913,6.792654,31.46517,0.0,229.7,1085.0,5326.0,0.877,0.843,0.051,211.896,12.341,11.9978
HATS-38 b,HATS-38,Transit,2020,4.375021,0.05036,6.882326,23.51942,0.0,464.7,1294.0,5732.0,1.105,0.89,-0.102,343.525,11.967,12.2781
HATS-39 b,HATS-39,Transit,2018,4.5776348,0.06007,17.59813,200.2329,0.275,80.45,1645.0,6572.0,1.621,1.379,0.0,878.521,12.745,12.6539
HATS-4 b,HATS-4,Transit,2014,2.516729,0.0362,11.433,420.471,0.013,80.45,1315.0,5403.0,0.925,1.001,0.43,416.459,13.516,13.2862
HATS-40 b,HATS-40,Transit,2018,3.2642736,0.04997,17.71022,505.3497,0.312,80.45,2101.0,6460.0,2.26,1.561,0.01,1342.29,13.478,13.2842
HATS-41 b,HATS-41,Transit,2018,4.193649,0.0583,14.90797,3082.951,0.38,80.45,1710.0,6424.0,1.71,1.496,0.47,737.668,12.678,12.5892
HATS-42 b,HATS-42,Transit,2018,2.292102,0.03689,15.6926,597.5204,0.229,80.45,1856.0,6060.0,1.48,1.273,0.22,800.377,13.682,13.5627
HATS-43 b,HATS-43,Transit,2018,4.3888497,0.04944,13.22662,82.95363,0.173,80.45,1003.0,5099.0,0.812,0.837,0.05,362.273,13.562,13.4014
HATS-44 b,HATS-44,Transit,2018,2.7439004,0.03649,11.960003,177.9848,0.279,80.45,1161.0,5080.0,0.847,0.86,0.32,446.035,14.397,14.1595
HATS-45 b,HATS-45,Transit,2018,4.1876244,0.05511,14.414774,222.481,0.24,80.45,1518.0,6450.0,1.315,1.272,0.02,772.11,13.325,13.2385
HATS-46 b,HATS-46,Transit,2018,4.7423729,0.05367,10.121727,54.98459,0.559,80.45,1054.0,5495.0,0.853,0.917,-0.06,453.808,13.783,13.527
HATS-47 b,HATS-47,Transit,2020,3.9228038,0.04269,12.520453,117.27927,0.088,87.73,852.9,4512.0,0.6564,0.674,-0.113,300.67,14.602,14.3998
HATS-48 A b,HATS-48 A,Transit,2020,3.1316666,0.03769,8.9672,77.23269,0.162,137.6,954.6,4546.0,0.7152,0.7279,0.186,263.609,14.226,13.8951
HATS-49 b,HATS-49,Transit,2020,4.1480467,0.04515,8.574885,112.19399,0.071,80.45,834.8,4405.0,0.6977,0.7133,0.208,324.413,14.988,14.5449
HATS-5 b,HATS-5,Transit,2014,4.763387,0.0542,10.223,75.323,0.019,80.45,1025.0,5304.0,0.871,0.936,0.19,246.384,12.598,12.4288
HATS-50 b,HATS-50,Transit,2017,3.8297015,0.05046,12.66617,123.9537,0.516,80.45,939.0,5990.0,1.117,1.168,0.0195,756.742,14.045,13.8936
HATS-51 b,HATS-51,Transit,2017,3.3488702,0.04639,15.80469,244.09344,0.33,80.45,1553.0,5758.0,1.44,1.187,0.0195,389.57,12.525,12.3293
HATS-52 b,HATS-52,Transit,2017,1.36665436,0.02498,15.490838,711.9392,0.246,80.45,1834.0,6010.0,1.046,1.111,0.0195,555.134,13.844,13.6269
HATS-53 b,HATS-53,Transit,2017,3.8537768,0.04753,15.02006,189.10885,0.33,80.45,1312.0,5644.0,1.101,0.964,0.0195,585.77,13.944,13.6564
HATS-54 b,HATS-54,Transit,2019,2.5441765,0.037,11.37711541,239.32479047,0.0,80.45,1429.0,5621.0,1.23,1.05,0.37,748.585,13.937,13.7762
HATS-55 b,HATS-55,Transit,2019,4.2042001,0.05412,14.022459,292.72143,0.092,80.45,1367.0,6214.0,1.126,1.1955,0.108,609.838,13.525,13.3498
HATS-56 b,HATS-56,Transit,2019,4.324799,0.06043,18.920792,191.33366,0.019,80.45,1902.0,6536.0,2.201,1.573,0.19,564.409,11.477,11.4877
HATS-57 b,HATS-57,Transit,2019,2.350621,0.03493,12.767051,1000.21101,0.028,80.45,1413.4,5587.0,0.96,1.026,0.268,279.485,12.333,12.1816
HATS-58 A b,HATS-58 A,Transit,2019,4.2180896,0.05798,12.273855,327.3649,0.168,80.45,1721.0,7175.0,1.433,1.461,0.0195,403.591,11.572,11.7679
HATS-59 b,HATS-59,Transit,2018,5.416081,0.06112,12.621334,256.17098,0.129,269.0,1128.0,5670.0,1.036,1.038,0.18,642.884,14.033,13.7854
HATS-6 b,HATS-6,Transit,2015,3.3252725,0.03623,11.186582,101.38777,0.0,80.45,712.8,3724.0,0.57,0.574,0.2,169.318,15.044,14.3601
HATS-60 b,HATS-60,Transit,2018,3.560829,0.04708,12.923977,210.40346,0.191,903.9,1528.0,5688.0,1.46,1.097,0.335,486.474,12.662,12.5004
HATS-61 b,HATS-61,Transit,2018,7.817953,0.07908,13.394755,1080.622,0.092,374.2,1226.1,5542.0,1.664,1.076,0.247,679.761,13.352,13.0682
HATS-62 b,HATS-62,Transit,2018,3.2768837,0.04163,11.825495,56.89157,0.298,387.4,1237.0,5416.0,0.933,0.896,0.133,523.067,14.171,13.8321
HATS-63 b,HATS-63,Transit,2018,3.0566527,0.04026,13.529263,305.1168,0.136,634.1,1398.3,5627.0,1.07,0.931,0.081,623.232,13.992,13.7213
HATS-64 b,HATS-64,Transit,2018,4.908897,0.06562,18.819911,305.1168,0.151,1711.0,1793.0,6554.0,2.113,1.564,0.22,1080.15,13.045,12.839
HATS-65 b,HATS-65,Transit,2018,3.105161,0.04497,16.824709,260.93843,0.062,1178.0,1634.0,6277.0,1.31,1.257,0.199,493.32,12.679,12.3793
HATS-66 b,HATS-66,Transit,2018,3.1414391,0.04714,15.815899,1694.0339,0.064,2637.0,1998.0,6626.0,1.841,1.411,-0.017,1477.98,14.283,14.0086
HATS-67 b,HATS-67,Transit,2018,1.6091788,0.03032,18.887165,460.8535,0.057,3821.0,2193.0,6594.0,1.441,1.435,0.332,960.109,13.698,13.5596
HATS-68 b,HATS-68,Transit,2018,3.5862202,0.05071,13.809488,410.0007,0.036,1521.0,1741.0,6147.0,1.748,1.351,0.21,603.955,12.312,12.1631
HATS-69 b,HATS-69,Transit,2018,2.2252577,0.03211,10.592505,183.38791,0.519,466.6,1295.7,5137.0,0.8785,0.892,0.377,414.537,14.074,13.7643
HATS-7 b,HATS-7,Transit,2015,3.185315,0.04012,6.310667,38.1396,0.17,80.45,1084.0,4985.0,0.815,0.849,0.25,240.707,13.347,13.0499
HATS-70 b,HATS-70,Transit,2019,1.8882378,0.03632,15.513256,4100.007,0.18,9110.0,2730.0,7930.0,1.881,1.78,0.041,1458.83,12.227,12.586
HATS-71 b,HATS-71,Transit,2020,3.7955202,0.03745,11.478016,117.5971,0.0,80.45,586.8,3405.0,0.4783,0.4861,0.17,140.225,16.437,15.3512
HATS-72 b,HATS-72,Transit,2020,7.3279474,0.066517,8.0973816,39.855882,0.013,49.58,739.3,4656.1,0.7214,0.7311,0.099,127.589,12.324,12.0725
HATS-74 A b,HATS-74 A,Transit,2021,1.73185606,0.02384,11.56766808,464.02947422,0.044,106.9,895.1,3776.9,0.5758,0.601,0.514,299.389,17.26,15.9837
HATS-75 b,HATS-75,Transit,2021,2.7886556,0.032742,9.90873894,156.05374784,0.064,59.26,772.3,3790.4,0.5848,0.6017,0.522,194.964,15.689,14.9033
HATS-76 b,HATS-76,Transit,2021,1.9416423,0.02658,12.09449018,835.570882,0.062,129.8,939.8,4016.0,0.6259,0.662,0.322,385.689,16.68,15.7942
HATS-77 b,HATS-77,Transit,2021,3.0876262,0.03607,13.05846252,436.69623122,0.045,78.37,828.3,4071.0,0.6428,0.655,0.253,436.176,16.195,15.7364
HATS-8 b,HATS-8,Transit,2015,3.583893,0.04667,9.785457,43.86054,0.376,80.45,1324.0,5679.0,1.086,1.056,0.21,794.637,14.512,14.337
HATS-9 b,HATS-9,Transit,2015,1.915291,0.0312,13.85,87.351625,0.0331,80.45,1746.0,5599.0,1.56,1.1,0.38,638.7,13.256,13.0983
HD 101581 b,HIP 56998,Transit,2025,4.46569,0.046,0.956,87.351625,0.0331,80.0,834.0,4675.0,0.63,0.653,-0.343,12.7781,7.77,7.38399
HD 101581 c,HIP 56998,Transit,2025,6.20401,0.0573,0.99,87.351625,0.0331,52.0,747.0,4675.0,0.63,0.653,-0.343,12.7781,7.77,7.38399
HD 106315 b,HD 106315,Transit,2017,9.55237,0.0907,2.44,12.6,0.093,80.45,1153.0,6327.0,1.296,1.091,-0.311,109.353,8.951,8.88841
HD 106315 c,HD 106315,Transit,2017,21.05704,0.1536,4.35,15.2,0.22,80.45,886.0,6327.0,1.296,1.091,-0.311,109.353,8.951,8.88841
HD 108236 b,HD 108236,Transit,2020,3.795963,0.04527,1.615,87.351625,0.045,80.45,939.0,5660.0,0.877,0.869,-0.28,64.5978,9.25,9.08745
HD 108236 c,HD 108236,Transit,2020,6.203449,0.062,2.071,87.351625,0.034,80.45,939.0,5660.0,0.877,0.869,-0.28,64.5978,9.25,9.08745
HD 108236 e,HD 108236,Transit,2020,19.590025,0.1367,3.083,87.351625,0.058,80.45,939.0,5660.0,0.877,0.869,-0.28,64.5978,9.25,9.08745
HD 108236 f,HD 108236,Transit,2021,29.54115,0.1758,2.017,87.351625,0.051,80.45,939.0,5660.0,0.877,0.869,-0.28,64.5978,9.25,9.08745
HD 109833 b,HD 109833,Transit,2022,9.188526,0.0688,2.888,87.351625,0.18,80.45,939.0,5881.0,1.0,1.08,-0.07,79.5561,9.29,9.13657
HD 109833 c,HD 109833,Transit,2022,13.900148,0.0688,2.59,87.351625,0.3,80.45,939.0,5881.0,1.0,1.08,-0.07,79.5561,9.29,9.13657
HD 110067 b,HD 110067,Transit,2023,9.113678,0.0793,2.2,5.69,0.0331,80.45,800.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110067 c,HD 110067,Transit,2023,13.673694,0.1039,2.388,6.3,0.0331,80.45,699.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110067 d,HD 110067,Transit,2023,20.519617,0.1362,2.852,8.52,0.0331,80.45,602.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110067 e,HD 110067,Transit,2023,30.793091,0.1785,1.94,3.9,0.0331,80.45,533.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110067 f,HD 110067,Transit,2023,41.05854,0.2163,2.601,5.04,0.0331,80.45,489.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110067 g,HD 110067,Transit,2023,54.76992,0.2621,2.607,8.4,0.0331,80.45,440.0,5266.0,0.788,0.798,-0.2,32.1585,8.419,8.17208
HD 110082 b,HD 110082,Transit,2021,10.18271,0.113,3.2,87.351625,0.2,80.45,939.0,6200.0,1.19,1.21,0.08,105.096,9.23,9.11523
HD 110113 b,HD 110113,Transit,2021,2.541,0.035,2.05,4.55,0.093,735.49,1371.0,5732.0,0.968,0.997,0.14,106.307,10.09,9.91036
HD 135694 b,HD 135694,Transit,2023,15.923475568,0.124695,2.857,87.351625,0.0331,71.8,939.0,5712.0,1.08,1.02,0.0195,73.8713,9.08,8.91307
HD 137496 b,HD 137496,Transit,2021,1.62116,0.02732,1.31,4.04,0.0,80.45,2130.0,5799.0,1.59,1.04,-0.03,155.317,9.899,9.77168
HD 1397 b,HD 1397,Transit,2018,11.53533,0.1097,11.500434,131.89945,0.251,356.0,1228.3,5521.0,2.336,1.324,0.29,79.5702,7.79,7.59336
HD 152843 b,HD 152843,Transit,2021,11.62071,0.1049,3.05,9.82,0.046,265.4,939.0,6310.0,1.43,1.15,-0.16,107.898,8.855,8.76412
HD 152843 c,HD 152843,Transit,2021,19.502104,0.1482,5.94,9.67,0.074,133.1,939.0,6310.0,1.43,1.15,-0.16,107.898,8.855,8.76412
HD 15337 b,HD 15337,Transit,2019,4.7559804,0.0688,1.77,6.519,0.058,80.45,939.0,5131.0,0.855,0.829,0.03,44.8155,9.1,8.85598
HD 15337 c,HD 15337,Transit,2019,17.180546,0.0688,2.526,6.792,0.096,80.45,939.0,5131.0,0.855,0.829,0.03,44.8155,9.1,8.85598
HD 15906 b,HD 15906,Transit,2023,10.924709,0.09,2.24,87.351625,0.11,33.14,668.0,4757.0,0.762,0.79,0.02,45.5621,9.78,9.47728
HD 15906 c,HD 15906,Transit,2023,21.583298,0.141,2.93,87.351625,0.04,13.37,532.0,4757.0,0.762,0.79,0.02,45.5621,9.78,9.47728
HD 183579 b,HD 183579,Transit,2021,17.471291,0.1322,3.49,20.4,0.061,80.45,752.0,5784.0,0.96,0.996,-0.038,57.2651,8.67,8.51549
HD 18599 b,HD 18599,Transit,2022,4.1374354,0.048,2.6,24.1,0.34,80.45,939.0,5145.0,0.767,0.863,0.0,38.5653,8.99,8.73117
HD 191939 b,HD 191939,Transit,2020,8.8803256,0.0804,3.41,10.0,0.031,100.0,880.0,5348.0,0.94,0.81,-0.15,53.6089,8.97,8.77476
HD 191939 c,HD 191939,Transit,2020,28.579743,0.1752,3.195,8.0,0.034,21.0,600.0,5348.0,0.94,0.81,-0.15,53.6089,8.97,8.77476
HD 191939 d,HD 191939,Transit,2020,38.353037,0.2132,2.995,2.8,0.031,14.3,540.0,5348.0,0.94,0.81,-0.15,53.6089,8.97,8.77476
HD 202772 A b,HD 202772 A,Transit,2019,3.308958,0.05208,17.317905,323.23311,0.038,3440.0,2132.0,6272.0,2.591,1.72,0.3,161.498,8.324,8.22688
HD 20329 b,HD 20329,Transit,2022,0.926118,0.018,1.72,7.42,0.0,3474.0,2141.0,5596.0,1.13,0.9,-0.07,63.6796,8.76,8.59089
HD 207496 b,HD 207496,Transit,2023,6.441008,0.0629,2.25,6.1,0.231,72.9,743.0,4819.0,0.769,0.8,0.095,23.606,8.23,7.97255
HD 207897 b,HD 207897,Transit,2021,16.20166,0.117,2.34302132,14.8,0.0,80.45,581.75,5106.0,0.7827,0.8208,-0.03,28.2938,8.37,8.13037
HD 213885 b,HD 213885,Transit,2019,1.008035,0.02012,1.745,8.83,0.0,80.45,2128.0,5978.0,1.1011,1.068,-0.04,48.0883,7.95,7.80173
HD 21520 b,HD 21520,Transit,2024,25.1292,0.1726,2.697,17.7,0.0,80.45,637.0,5871.0,1.044,1.09,0.049,79.208,9.17,9.01796
HD 21749 c,GJ 143,Transit,2019,7.78993,0.0695,0.892,3.7,0.0331,80.45,701.0,4640.0,0.695,0.73,0.003,16.32,8.08,7.67906
HD 219666 b,HD 219666,Transit,2018,6.034468,0.0688,4.898,17.6,0.05,80.45,1076.0,5540.0,1.059,1.02,0.0195,94.1719,9.809,9.64956
HD 221416 b,HD 221416,Transit,2019,14.2767,0.1228,9.17,60.5,0.115,80.45,939.0,5080.0,2.943,1.212,-0.08,95.5483,8.15,7.90776
HD 224018 c,HD 224018,Transit,2025,36.57669,0.217,2.42,10.4,0.02,80.45,641.0,5784.0,1.147,1.013,0.05,105.48,9.715,9.52137
HD 224018 d,HD 224018,Transit,2025,138.0731,0.53,2.4,4.2,0.04,80.45,411.0,5784.0,1.147,1.013,0.05,105.48,9.715,9.52137
HD 22946 d,HD 22946,Transit,2023,47.42489,0.2958,2.607,26.57,0.0331,18.561,546.0,6169.0,1.117,1.098,-0.08,62.7792,8.270001,8.1281
HD 23472 b,HD 23472,Transit,2019,17.667087,0.1162,2.0,8.32,0.072,16.0,543.0,4684.0,0.71,0.67,-0.2,39.0341,9.73,9.38476
HD 23472 c,HD 23472,Transit,2019,29.79749,0.1646,1.87,3.41,0.063,7.96,467.0,4684.0,0.71,0.67,-0.2,39.0341,9.73,9.38476
HD 23472 d,HD 23472,Transit,2022,3.97664,0.04298,0.75,0.55,0.07,117.0,909.0,4684.0,0.71,0.67,-0.2,39.0341,9.73,9.38476
HD 23472 e,HD 23472,Transit,2022,7.90754,0.068,0.818,0.72,0.07,46.7,723.0,4684.0,0.71,0.67,-0.2,39.0341,9.73,9.38476
HD 23472 f,HD 23472,Transit,2022,12.1621839,0.0906,1.137,0.77,0.07,26.3,630.0,4684.0,0.71,0.67,-0.2,39.0341,9.73,9.38476
HD 235088 b,HD 235088,Transit,2023,7.4341325,0.0706,1.982,4.15,0.0,80.45,939.0,5075.0,0.772,0.849,-0.02,41.1706,9.19,8.94271
HD 25463 b,HD 25463,Transit,2023,7.0491423,0.076,2.54535814,8.7,0.0,80.45,1198.46,6353.0,1.4182,1.251,-0.018,45.6181,6.91134,6.77613
HD 25463 c,HD 25463,Transit,2023,3.04405,0.0443,1.36354953,4.3,0.0,80.45,1585.57,6353.0,1.4182,1.251,-0.018,45.6181,6.91134,6.77613
HD 260655 b,HD 260655,Transit,2022,2.76953,0.02933,1.24,2.14,0.039,42.2,709.0,3803.0,0.439,0.439,-0.43,10.0055,9.63,8.876041
HD 260655 c,HD 260655,Transit,2022,5.70588,0.04749,1.533,3.09,0.038,16.1,557.0,3803.0,0.439,0.439,-0.43,10.0055,9.63,8.876041
HD 2685 b,HD 2685,Transit,2019,4.12688,0.0568,16.14096,371.8611,0.091,80.45,2061.0,6801.0,1.56,1.43,0.02,196.852,9.595,9.52025
HD 28109 b,HD 28109,Transit,2022,22.891054,0.0688,2.69,6.2,0.0071,80.45,867.0,6189.0,1.425,1.227,0.1,139.611,9.42,9.29976
HD 28109 c,HD 28109,Transit,2022,55.99712,0.0688,4.13,9.2,0.0039,80.45,643.0,6189.0,1.425,1.227,0.1,139.611,9.42,9.29976
HD 28109 d,HD 28109,Transit,2022,84.2899,0.0688,3.11,5.8,0.0054,80.45,561.0,6189.0,1.425,1.227,0.1,139.611,9.42,9.29976
HD 3167 b,HD 3167,Transit,2016,0.959641,0.01796,1.67,4.97,0.0,1650.0,1774.0,5261.0,0.88,0.837,0.04,47.2899,8.97,8.76221
HD 3167 c,HD 3167,Transit,2016,29.8454,0.1776,3.0,11.13,0.06,16.9,564.0,5261.0,0.88,0.837,0.04,47.2899,8.97,8.76221
HD 332231 b,HD 332231,Transit,2020,18.712024,0.145,9.07303305,74.1,0.0,80.45,798.3,6128.0,1.266,1.1642,0.043,80.6665,8.558,8.41839
HD 35843 c,HD 35843,Transit,2025,46.9622,0.25,2.54,11.32,0.153,80.45,479.0,5666.0,0.897,0.94,-0.27,69.6026,9.36,9.19551
HD 5278 b,HD 5278,Transit,2021,14.339156,0.1202,2.45,7.8,0.08,132.0,943.0,6203.0,1.194,1.126,-0.12,57.5846,7.94,7.80375
HD 56414 b,HD 56414,Transit,2022,29.04992,0.229,3.71,87.351625,0.68,80.45,1133.0,8500.0,1.751,1.89,0.0,272.217,9.217,9.20475
HD 6061 b,HD 6061,Transit,2023,5.2549,0.06,2.42763557,10.0,0.0,80.45,1075.31,5934.0,1.0072,1.0269,-0.05,67.6203,8.844,8.69933
HD 63433 b,HD 63433,Transit,2020,7.1079475,0.0688,2.14,21.755,0.0331,80.45,967.11,5553.0,0.934,0.956,-0.07,22.4035,6.92035,6.71831
HD 63433 c,HD 63433,Transit,2020,20.5438281,0.0688,2.692,15.539,0.0331,80.45,678.92,5553.0,0.934,0.956,-0.07,22.4035,6.92035,6.71831
HD 63433 d,HD 63433,Transit,2023,4.209075,0.0503,1.073,87.351625,0.16,80.45,1040.0,5688.0,0.912,0.99,0.03,22.4035,6.92035,6.71831
HD 63935 b,HD 63935,Transit,2021,9.058807,0.083,2.91575244,10.5,0.0,80.45,825.22,5513.0,0.9598,0.9406,0.107,48.9739,8.58,8.39353
HD 73344 b,HD 73344,Transit,2024,15.611,0.131,2.884,10.48,0.03,80.45,911.0,6252.6,1.22,1.2,0.143,35.26,6.89351,6.7468
HD 73583 b,HD 73583,Transit,2022,6.398042,0.0604,2.79,10.2,0.09,43.3,714.0,4511.0,0.65,0.73,0.0,31.5666,9.67,9.27033
HD 73583 c,HD 73583,Transit,2022,18.87974,0.1242,2.39,9.7,0.08,10.2,498.0,4511.0,0.65,0.73,0.0,31.5666,9.67,9.27033
HD 77946 b,HD 77946,Transit,2024,6.527363,0.073,2.89646124,10.9,0.211,80.45,1128.86,6007.0,1.3174,1.1973,0.215,99.451,8.99,8.85184
HD 80653 b,HD 80653,Transit,2020,0.719573,0.01661,1.613,5.72,0.0,6130.0,2463.0,5959.0,1.22,1.18,0.255,109.86,9.452,9.30733
HD 86226 c,HD 86226,Transit,2020,3.98442,0.049,2.16,7.25,0.075,80.45,1311.0,5863.0,1.053,1.019,0.018,45.683,7.93,7.7713
HD 89345 b,HD 89345,Transit,2018,11.8143,0.1066,7.39794,34.9613,0.22,80.45,1089.0,5576.0,1.747,1.157,0.421,132.345,9.38,9.21702
HD 93963 A b,HD 93963 A,Transit,2022,1.0376109,0.02061,1.46954368,2.8,0.0,80.45,1842.23,5908.0,1.0311,1.0844,0.11,82.3432,9.182,9.03376
HD 93963 A c,HD 93963 A,Transit,2022,3.6451389,0.04726,3.11976057,18.4,0.0,80.45,1212.45,5908.0,1.0311,1.0844,0.11,82.3432,9.182,9.03376
HIP 113103 b,HIP 113103,Transit,2023,7.610303,0.06899,1.829,87.351625,0.17,80.45,721.0,4930.0,0.742,0.761,-0.1,46.2122,9.95,9.61752
HIP 113103 c,HIP 113103,Transit,2023,14.245648,0.10479,2.4,87.351625,0.17,80.45,585.0,4930.0,0.742,0.761,-0.1,46.2122,9.95,9.61752
HIP 116454 b,HIP 116454,Transit,2014,9.1004157,0.0792,2.469,9.7,0.215,51.2858,753.2,5048.0,0.758,0.8,0.0,62.4491,10.19,9.93208
HIP 41378 b,HIP 41378,Transit,2016,15.57208,0.0688,2.595,6.89,0.0331,140.0,959.0,6320.0,1.273,1.16,-0.1,106.289,8.93,8.80998
HIP 41378 c,HIP 41378,Transit,2016,31.70603,0.0688,2.727,4.4,0.0331,54.0,757.0,6320.0,1.273,1.16,-0.1,106.289,8.93,8.80998
HIP 41378 d,HIP 41378,Transit,2016,278.3618,0.0688,3.54,4.6,0.0331,3.01,367.0,6320.0,1.273,1.16,-0.1,106.289,8.93,8.80998
